# Mass range = (M200b>1.5e12)&(M200b<2e12) 
#  X Y Z M200b M200c tidal_anisotropy
5.915632999999999697e+01 1.646619399999999871e+02 1.300145300000000077e+02 1.537900000000000000e+12 1.337100000000000000e+12 2.783828030287084365e-01
5.240988999999999720e+01 1.905167199999999923e+02 1.215247399999999942e+02 1.590500000000000000e+12 1.291500000000000000e+12 3.753341206624241644e-01
6.605675999999999704e+01 1.947204099999999869e+02 1.416079599999999914e+02 1.565200000000000000e+12 1.235100000000000000e+12 4.923634057307124112e-01
9.055065000000000452e+01 1.730224499999999921e+02 1.060646100000000018e+02 1.558800000000000000e+12 1.204700000000000000e+12 4.255301035757528272e-01
5.673169999999999646e+01 1.683548900000000117e+02 1.384614599999999882e+02 1.546200000000000000e+12 1.173700000000000000e+12 2.784029562882464059e-01
7.082778999999999314e+01 1.902545599999999979e+02 1.417518799999999999e+02 1.538600000000000000e+12 1.273200000000000000e+12 7.866656140514763917e-01
8.532676999999999623e+01 1.661557599999999866e+02 1.115492600000000039e+02 1.565200000000000000e+12 1.238300000000000000e+12 3.337136893004952198e-01
8.351588999999999885e+01 1.562969500000000096e+02 1.134901200000000046e+02 1.521400000000000000e+12 1.231300000000000000e+12 5.636962485993963767e-01
5.142880999999999858e+01 1.658864599999999996e+02 1.129604999999999961e+02 1.595600000000000000e+12 1.122400000000000000e+12 5.310332652112278451e-01
9.296567000000000291e+01 1.613734599999999944e+02 1.131302900000000022e+02 1.537900000000000000e+12 1.156600000000000000e+12 3.833057320613921792e-01
6.207959000000000316e+01 1.773698899999999981e+02 1.052119399999999985e+02 1.551900000000000000e+12 1.211700000000000000e+12 3.578734338707365570e-01
7.574728000000000350e+01 1.559762299999999868e+02 1.336769700000000114e+02 1.597500000000000000e+12 1.137000000000000000e+12 1.298076152069931044e-01
8.938136000000000081e+01 1.832473400000000083e+02 1.374093300000000113e+02 1.553100000000000000e+12 1.225000000000000000e+12 2.410617396660427181e-01
9.092050000000000409e+01 1.713278400000000090e+02 1.222159099999999938e+02 1.503700000000000000e+12 1.226900000000000000e+12 2.166437043172708410e-01
8.015564999999999429e+01 1.837325299999999970e+02 1.001631500000000017e+02 1.532200000000000000e+12 1.205400000000000000e+12 5.655668359357080011e-01
9.063782000000000494e+01 1.929905500000000131e+02 1.128076200000000000e+02 1.500500000000000000e+12 1.190800000000000000e+12 2.912599820253117811e-01
5.976700000000000301e+01 1.728888100000000065e+02 1.080420400000000001e+02 1.537300000000000000e+12 1.159800000000000000e+12 5.668708385728354893e-01
5.108247999999999678e+01 1.841708999999999889e+02 1.358795599999999979e+02 1.527100000000000000e+12 1.231300000000000000e+12 9.451586928751919414e-01
6.300025999999999726e+01 1.568888399999999876e+02 1.123453999999999979e+02 1.507500000000000000e+12 1.170500000000000000e+12 4.543067415606215631e-01
5.593878999999999735e+01 1.681217200000000105e+02 1.363683499999999924e+02 1.586100000000000000e+12 1.067300000000000000e+12 2.444942627935397239e-01
9.150985000000000014e+01 1.983520200000000102e+02 1.477321599999999933e+02 1.513200000000000000e+12 1.171200000000000000e+12 2.220131619230560904e-01
8.893649000000000626e+01 1.954690899999999942e+02 1.122045700000000039e+02 1.560100000000000000e+12 1.166700000000000000e+12 9.241428368051492204e-02
6.521842999999999790e+01 1.750664199999999937e+02 1.079437900000000070e+02 1.512600000000000000e+12 1.065400000000000000e+12 1.133339176421859884e+00
6.999748999999999910e+01 1.607806199999999990e+02 1.067667900000000003e+02 1.561400000000000000e+12 1.104000000000000000e+12 3.067895555484301262e+00
8.547131000000000256e+01 1.998581499999999949e+02 1.142296699999999987e+02 1.512600000000000000e+12 8.082300000000000000e+11 3.049070571027908683e-01
8.323608000000000118e+01 1.889999799999999937e+02 1.168139999999999930e+02 1.509400000000000000e+12 6.815500000000000000e+11 2.491138001974677052e-01
9.373469000000000051e+01 1.513126399999999876e+02 1.859530300000000125e+02 1.590500000000000000e+12 1.381500000000000000e+12 1.149729776898747335e+00
7.910768000000000200e+01 1.884038199999999961e+02 1.614088299999999947e+02 1.573400000000000000e+12 1.370100000000000000e+12 3.745801975719227350e-01
9.761624999999999375e+01 1.726213400000000036e+02 1.536536700000000053e+02 1.584200000000000000e+12 1.349200000000000000e+12 9.041514740126056493e-01
5.875019000000000347e+01 1.869202699999999879e+02 1.790749399999999980e+02 1.523300000000000000e+12 1.389700000000000000e+12 9.409419547693151920e-01
7.189171000000000333e+01 1.926229600000000062e+02 1.634788700000000006e+02 1.577800000000000000e+12 1.302300000000000000e+12 7.532710556938210233e-01
9.577948000000000661e+01 1.562538099999999872e+02 1.890658999999999992e+02 1.574000000000000000e+12 1.290900000000000000e+12 1.226445886150334230e+00
6.946535000000000082e+01 1.849817400000000021e+02 1.639031200000000013e+02 1.520200000000000000e+12 1.303600000000000000e+12 1.470676810549041147e-01
9.652804000000000428e+01 1.919204100000000039e+02 1.532233699999999885e+02 1.559500000000000000e+12 1.221800000000000000e+12 1.678882941150909025e-01
9.966038000000000352e+01 1.710501700000000085e+02 1.520190399999999897e+02 1.524600000000000000e+12 1.250300000000000000e+12 3.592340446992529635e-01
8.300172000000000594e+01 1.959483199999999954e+02 1.616470600000000104e+02 1.551200000000000000e+12 1.212300000000000000e+12 1.532158256173530020e-01
8.318143000000000598e+01 1.521440299999999866e+02 1.999510199999999998e+02 1.581000000000000000e+12 1.168600000000000000e+12 8.760963255229563540e-01
7.279327999999999577e+01 1.709995900000000120e+02 1.500556599999999889e+02 1.503700000000000000e+12 1.210400000000000000e+12 1.362759559351602867e-01
5.012937999999999761e+01 1.585752999999999986e+02 1.689159699999999873e+02 1.529700000000000000e+12 1.192700000000000000e+12 2.151274253995237307e-01
6.920972999999999331e+01 1.695402799999999957e+02 1.873403600000000040e+02 1.550600000000000000e+12 1.171200000000000000e+12 4.107449444376261027e-01
9.880463000000000306e+01 1.536755799999999965e+02 1.879603700000000117e+02 1.532200000000000000e+12 1.166700000000000000e+12 1.029692746546844173e+00
5.568614999999999782e+01 1.860996100000000126e+02 1.918348499999999888e+02 1.528400000000000000e+12 1.154100000000000000e+12 9.053070739476716255e-01
6.571397000000000332e+01 1.573044099999999901e+02 1.988024399999999901e+02 1.502400000000000000e+12 1.152200000000000000e+12 3.463623399116925738e-01
8.682326999999999373e+01 1.731669799999999952e+02 1.885626399999999876e+02 1.552500000000000000e+12 1.161700000000000000e+12 1.567930183155032131e-01
6.074465000000000003e+01 1.661863299999999981e+02 1.884113199999999892e+02 1.519500000000000000e+12 1.099600000000000000e+12 2.384045794384593020e-01
5.150554999999999950e+01 1.684147800000000075e+02 1.864876099999999894e+02 1.598100000000000000e+12 1.054000000000000000e+12 2.888415595600691832e-01
5.632864000000000004e+01 1.906368999999999971e+02 1.915423900000000117e+02 1.514500000000000000e+12 9.387100000000000000e+11 9.423426798233183188e-01
1.107859299999999934e+02 3.298919999999999675e+01 1.681230000000000047e+01 1.582900000000000000e+12 1.320000000000000000e+12 7.425714460143028051e-01
1.262957899999999967e+02 3.813259999999999650e+01 3.163759999999999906e+00 1.549300000000000000e+12 1.264900000000000000e+12 1.034325275069675060e-01
1.339054299999999955e+02 3.365218999999999738e+01 2.728417999999999921e+01 1.551900000000000000e+12 1.234500000000000000e+12 5.955014645816457675e-01
1.340057700000000125e+02 3.533248999999999995e+01 4.161159999999999748e+00 1.553800000000000000e+12 1.180700000000000000e+12 1.744655864492592190e-01
1.416834699999999998e+02 4.103430000000000355e+00 4.253638999999999726e+01 1.579700000000000000e+12 9.627800000000000000e+11 2.775451531769775326e-01
1.135492500000000007e+02 2.322062999999999988e+01 3.385356000000000165e+01 1.556300000000000000e+12 1.249100000000000000e+12 2.892229249047127415e-01
1.086227899999999948e+02 1.363612000000000002e+01 4.382621000000000322e+01 1.513200000000000000e+12 1.282700000000000000e+12 9.266168991203479477e-01
1.497194800000000043e+02 3.803520000000000323e+01 8.974830000000000751e+00 1.561400000000000000e+12 1.161700000000000000e+12 8.261106313754959518e-02
1.271140800000000013e+02 4.433113000000000170e+01 2.849521999999999977e+01 1.505600000000000000e+12 1.263000000000000000e+12 1.247256245926156248e+00
1.061018700000000052e+02 1.015200000000000102e+00 4.381909999999999883e+01 1.530900000000000000e+12 1.206600000000000000e+12 1.501218276389345019e-01
1.007379600000000011e+02 2.482776000000000138e+01 8.389179999999999637e+00 1.579100000000000000e+12 1.238900000000000000e+12 3.941488981098737465e-01
1.436536399999999958e+02 4.414256999999999920e+01 4.505060000000000286e+00 1.534700000000000000e+12 1.154100000000000000e+12 9.863783323567895667e-02
1.353590100000000120e+02 2.027808999999999884e+01 3.536565999999999832e+01 1.531600000000000000e+12 1.152200000000000000e+12 3.465520874930160256e-01
1.059295800000000014e+02 3.459337000000000018e+01 4.587167999999999779e+01 1.548100000000000000e+12 1.086300000000000000e+12 4.187022797965198051e-01
1.102354399999999970e+02 1.114028000000000063e+01 4.046491999999999933e+01 1.556300000000000000e+12 1.135100000000000000e+12 1.617343659849040383e-01
1.252446000000000055e+02 4.159830999999999790e+01 7.426800000000000068e+00 1.527800000000000000e+12 1.009000000000000000e+12 2.558520424300858576e-01
1.397843000000000018e+02 2.830980999999999881e+01 9.598241000000000156e+01 1.577800000000000000e+12 1.373900000000000000e+12 3.712239588279785396e-01
1.360850399999999922e+02 3.301512999999999920e+01 8.579419000000000040e+01 1.581000000000000000e+12 1.332700000000000000e+12 2.423535591640686715e-01
1.131700799999999987e+02 4.988788999999999874e+01 6.465104999999999791e+01 1.575300000000000000e+12 1.311200000000000000e+12 4.400103573857815364e-01
1.486643400000000099e+02 2.073637000000000086e+01 7.310450000000000159e+01 1.593700000000000000e+12 1.218000000000000000e+12 3.886343957778596314e-01
1.181574399999999940e+02 4.261256000000000199e+01 8.550669000000000608e+01 1.543000000000000000e+12 1.311200000000000000e+12 6.728535121351643111e-01
1.409807099999999878e+02 3.521278000000000219e+01 7.744137000000000626e+01 1.574700000000000000e+12 1.237000000000000000e+12 1.844933756498233768e-01
1.304764900000000125e+02 4.538109000000000037e+01 8.850155999999999779e+01 1.592400000000000000e+12 1.248400000000000000e+12 7.912108143803181504e-01
1.483499999999999943e+02 4.192560000000000286e+01 8.321891999999999712e+01 1.550600000000000000e+12 1.219300000000000000e+12 4.175098705325736015e-01
1.382802399999999921e+02 3.589030000000000165e+00 9.372041000000000111e+01 1.558200000000000000e+12 1.261100000000000000e+12 2.794153740458336088e-01
1.375647700000000100e+02 1.642283000000000115e+01 9.875108000000000175e+01 1.554400000000000000e+12 1.190200000000000000e+12 2.855666489719137502e-01
1.385991799999999898e+02 4.637373999999999796e+01 8.493855999999999540e+01 1.508100000000000000e+12 1.270600000000000000e+12 3.306088491821220776e-01
1.308960700000000088e+02 4.245828000000000202e+01 7.396171999999999969e+01 1.547400000000000000e+12 1.165500000000000000e+12 2.856776677275743026e-01
1.307402199999999937e+02 4.519969999999999999e+01 8.935720000000000596e+01 1.537900000000000000e+12 1.254100000000000000e+12 8.548553919060607464e-01
1.229518900000000059e+02 4.286554000000000286e+01 6.626743000000000450e+01 1.506900000000000000e+12 1.172400000000000000e+12 8.946345239292520235e-01
1.048828800000000001e+02 1.475915999999999961e+01 5.100133999999999901e+01 1.508100000000000000e+12 1.206000000000000000e+12 4.896623838491743763e-01
1.482073699999999974e+02 4.339430999999999727e+01 8.515582999999999458e+01 1.574700000000000000e+12 1.148400000000000000e+12 3.050910033194805804e-01
1.130559200000000004e+02 2.146567999999999898e+01 8.285133000000000436e+01 1.558800000000000000e+12 1.198400000000000000e+12 2.246892065384717974e-01
1.012995399999999933e+02 1.603677000000000064e+01 8.676008000000000209e+01 1.540500000000000000e+12 1.072400000000000000e+12 2.217767042412490675e-01
1.481181599999999889e+02 4.059306000000000125e+01 9.086713000000000306e+01 1.541100000000000000e+12 1.064100000000000000e+12 3.110469784235571078e-01
1.186175499999999943e+02 3.344093000000000160e+01 5.744997999999999649e+01 1.529700000000000000e+12 1.150900000000000000e+12 1.423194267133681967e-01
1.042608100000000064e+02 3.711587999999999710e+01 8.885766999999999882e+01 1.503100000000000000e+12 1.093300000000000000e+12 2.763405417756685245e-01
1.386582799999999907e+02 4.834853999999999985e+01 9.578007999999999811e+01 1.506200000000000000e+12 1.067300000000000000e+12 4.668319659280219525e-01
1.050764499999999941e+02 4.451458999999999833e+01 9.376739999999999498e+01 1.517600000000000000e+12 8.133000000000000000e+11 2.186856297155124473e-01
1.030992999999999995e+02 2.307819999999999983e+00 8.515215999999999497e+01 1.505600000000000000e+12 1.112300000000000000e+12 4.885031076586042187e-01
1.211273000000000053e+02 3.883310000000000173e+01 6.165088000000000079e+01 1.575900000000000000e+12 9.399800000000000000e+11 4.998586538149371594e-01
1.282980200000000082e+02 4.488757999999999981e+01 1.326544800000000066e+02 1.567100000000000000e+12 1.344700000000000000e+12 3.645708508154133498e-01
1.151119000000000057e+02 4.068075999999999937e+01 1.120834200000000038e+02 1.598100000000000000e+12 1.335900000000000000e+12 6.433570435071694904e-01
1.257153600000000040e+02 3.866884999999999906e+01 1.497420999999999935e+02 1.584200000000000000e+12 1.292800000000000000e+12 7.312033438058154200e-01
1.361173599999999908e+02 1.228917000000000037e+01 1.498800999999999988e+02 1.596800000000000000e+12 1.235100000000000000e+12 2.091744181507564915e-01
1.183903999999999996e+02 2.933761000000000152e+01 1.119771400000000057e+02 1.588600000000000000e+12 1.238300000000000000e+12 1.463262422251726258e-01
1.493254000000000019e+02 5.183959999999999901e+00 1.321353799999999978e+02 1.573400000000000000e+12 1.283900000000000000e+12 2.666668645393843184e-01
1.160476400000000012e+02 3.005146999999999835e+01 1.306111099999999965e+02 1.544300000000000000e+12 1.275700000000000000e+12 4.065338212196126788e-01
1.276676700000000011e+02 1.213899999999999935e+01 1.224847299999999990e+02 1.543000000000000000e+12 1.273200000000000000e+12 2.444770315228632362e-01
1.274780899999999946e+02 9.604399999999999604e-01 1.111978299999999962e+02 1.574700000000000000e+12 1.273200000000000000e+12 3.366808498378427994e-01
1.448508899999999926e+02 2.525331999999999866e+01 1.483140899999999931e+02 1.582300000000000000e+12 1.212300000000000000e+12 4.298150198610633521e-01
1.182110500000000002e+02 3.586059999999999803e+01 1.159168099999999981e+02 1.587300000000000000e+12 1.185100000000000000e+12 6.614771350586466925e-01
1.485244299999999953e+02 4.197664000000000328e+01 1.417795999999999879e+02 1.554400000000000000e+12 1.200900000000000000e+12 2.377543754429010670e-01
1.017650699999999944e+02 2.943480999999999881e+01 1.439756800000000112e+02 1.518300000000000000e+12 1.225600000000000000e+12 1.714694149661197820e-01
1.111321499999999958e+02 4.319062000000000268e+01 1.197476400000000041e+02 1.550600000000000000e+12 1.147100000000000000e+12 1.970920291932712065e-01
1.411792000000000087e+02 4.676785000000000281e+01 1.038630100000000027e+02 1.567700000000000000e+12 1.096400000000000000e+12 4.138700687125009825e-01
1.165270399999999995e+02 2.717846000000000117e+01 1.456853800000000092e+02 1.556300000000000000e+12 1.140100000000000000e+12 2.734362101558305280e-01
1.295737000000000023e+02 2.050818999999999903e+01 1.185315700000000021e+02 1.508800000000000000e+12 1.118600000000000000e+12 2.877475369574319375e-01
1.416894499999999937e+02 1.528701000000000043e+01 1.497146299999999997e+02 1.525900000000000000e+12 1.152800000000000000e+12 2.672367605177705663e-01
1.200500600000000020e+02 3.449378999999999706e+01 1.003661000000000030e+02 1.510000000000000000e+12 1.067300000000000000e+12 2.794862419607548887e-01
1.208138299999999958e+02 4.282041000000000253e+01 1.123365399999999994e+02 1.556900000000000000e+12 1.154700000000000000e+12 3.433718998112912368e-01
1.186334800000000058e+02 3.623232999999999748e+01 1.174624599999999930e+02 1.546800000000000000e+12 1.029300000000000000e+12 3.869993077018963890e-01
1.216923500000000047e+02 9.454209999999999781e+00 1.021104399999999970e+02 1.503100000000000000e+12 1.100900000000000000e+12 1.363447510046204847e-01
1.139760500000000008e+02 4.844724000000000075e+01 1.417539999999999907e+02 1.501800000000000000e+12 1.176900000000000000e+12 4.763048171662960240e-01
1.335956099999999935e+02 1.153402999999999956e+01 1.502844399999999894e+02 1.595600000000000000e+12 1.218000000000000000e+12 1.688665056705138945e-01
1.201310900000000004e+02 8.244200000000000417e-01 1.517101299999999924e+02 1.588000000000000000e+12 1.196500000000000000e+12 7.386968969993047418e-01
1.312005200000000116e+02 1.588555000000000028e+01 1.754876399999999990e+02 1.536000000000000000e+12 1.252900000000000000e+12 4.361250345395322192e-01
1.272717099999999988e+02 3.938222999999999985e+01 1.504346299999999985e+02 1.530900000000000000e+12 1.254800000000000000e+12 7.725859807733003182e-01
1.440708500000000072e+02 5.525260000000000282e+00 1.562919500000000141e+02 1.505600000000000000e+12 1.279500000000000000e+12 1.599722987010157582e-01
1.430436400000000106e+02 2.438250999999999991e+01 1.526789400000000114e+02 1.524000000000000000e+12 1.277000000000000000e+12 3.901099261614940916e-01
1.154467000000000070e+02 8.487959999999999283e+00 1.595714399999999955e+02 1.537900000000000000e+12 1.275100000000000000e+12 4.546383879402899342e-01
1.081339200000000034e+02 1.070870999999999995e+01 1.747013499999999908e+02 1.518300000000000000e+12 1.250300000000000000e+12 7.953398985822204281e-01
1.002934400000000039e+02 1.822754000000000119e+01 1.863507500000000050e+02 1.589900000000000000e+12 1.204700000000000000e+12 3.485811212963103589e-01
1.444099099999999964e+02 4.184839000000000198e+01 1.615494799999999884e+02 1.598700000000000000e+12 1.130600000000000000e+12 1.472838063027056277e-01
1.414496800000000007e+02 1.556628000000000078e+01 1.753955799999999954e+02 1.555000000000000000e+12 1.211700000000000000e+12 1.846525606734469305e+00
1.247967000000000013e+02 1.107957000000000036e+01 1.607872299999999939e+02 1.550000000000000000e+12 1.177500000000000000e+12 1.451002601040934925e-01
1.449084799999999973e+02 9.940319999999999823e+00 1.683890399999999943e+02 1.574000000000000000e+12 1.225000000000000000e+12 1.465407575471954660e+00
1.408096500000000049e+02 9.151529999999999276e+00 1.602498799999999903e+02 1.568300000000000000e+12 1.208500000000000000e+12 4.628972524007373690e-01
1.085500300000000067e+02 4.264057999999999993e+01 1.888313100000000020e+02 1.527100000000000000e+12 1.180000000000000000e+12 2.786772008451676164e-01
1.228872700000000009e+02 2.077169999999999916e+01 1.561829199999999958e+02 1.518900000000000000e+12 1.183800000000000000e+12 1.525420693637398739e-01
1.256758800000000065e+02 8.975960000000000605e+00 1.787193599999999947e+02 1.517000000000000000e+12 1.235100000000000000e+12 4.440518640084202273e-01
1.321404699999999934e+02 4.189894000000000318e+01 1.930079499999999939e+02 1.549300000000000000e+12 1.133200000000000000e+12 1.246462894405996336e-01
1.370014299999999992e+02 2.150281999999999982e+01 1.573434599999999932e+02 1.534700000000000000e+12 1.111600000000000000e+12 3.605990623715266685e-01
1.337113600000000133e+02 1.812498000000000076e+01 1.846545099999999877e+02 1.519500000000000000e+12 1.169900000000000000e+12 2.195332918304399861e-01
1.365258300000000133e+02 2.157602999999999938e+01 1.568222499999999968e+02 1.507500000000000000e+12 1.101500000000000000e+12 2.879757522087403876e-01
1.360783500000000004e+02 1.859974000000000061e+01 1.827883899999999926e+02 1.577800000000000000e+12 1.063500000000000000e+12 2.490906762655471229e-01
1.255344800000000021e+02 1.531071999999999989e+01 1.552007600000000025e+02 1.518900000000000000e+12 9.710200000000000000e+11 3.873206313276728596e-01
1.057354700000000065e+02 5.146880999999999773e+01 2.502718000000000131e+01 1.579700000000000000e+12 1.391600000000000000e+12 4.483052993364158856e-01
1.035470300000000066e+02 6.668501999999999441e+01 3.751579999999999870e+01 1.582900000000000000e+12 1.283300000000000000e+12 1.261395580147353368e-01
1.365036800000000028e+02 8.684412000000000376e+01 4.746195999999999771e+01 1.598700000000000000e+12 9.817800000000000000e+11 2.400106013406448913e-01
1.270211099999999931e+02 7.980491999999999564e+01 1.251457000000000086e+01 1.590500000000000000e+12 1.266800000000000000e+12 3.753239688112786077e-01
1.010913199999999961e+02 5.809537000000000262e+01 2.437507000000000090e+01 1.598700000000000000e+12 1.207900000000000000e+12 3.349950994642737490e-01
1.443565999999999860e+02 6.971094999999999686e+01 2.273119000000000156e+01 1.523300000000000000e+12 1.259200000000000000e+12 3.154471501779780307e-01
1.060079300000000018e+02 7.970256999999999437e+01 4.580364000000000146e+01 1.513800000000000000e+12 1.240200000000000000e+12 4.141513412978754527e-01
1.354985800000000040e+02 8.551475999999999544e+01 9.700039999999999552e+00 1.560700000000000000e+12 1.220600000000000000e+12 3.724265187691161438e-01
1.062803499999999985e+02 7.885026999999999475e+01 4.738564999999999827e+01 1.510700000000000000e+12 1.217400000000000000e+12 5.220474420560740070e-01
1.330321399999999983e+02 5.457365999999999673e+01 4.523946000000000112e+01 1.530300000000000000e+12 1.172400000000000000e+12 1.650725669125808481e-01
1.448967700000000036e+02 8.945852999999999611e+01 4.991564999999999941e+01 1.510700000000000000e+12 9.526500000000000000e+11 5.378937837322008697e-01
1.209650800000000004e+02 7.758858999999999639e+01 2.937609000000000137e+01 1.503100000000000000e+12 1.158500000000000000e+12 3.365266164886333566e-01
1.129137199999999979e+02 9.375463999999999487e+01 3.414057999999999993e+01 1.539800000000000000e+12 1.106600000000000000e+12 1.083345432540630426e+00
1.142002099999999984e+02 7.166331999999999880e+01 2.619938000000000144e+01 1.520200000000000000e+12 9.222400000000000000e+11 5.484316807961011619e-01
1.056787499999999937e+02 7.971823000000000548e+01 4.478103999999999729e+01 1.502400000000000000e+12 1.078100000000000000e+12 3.864040904595613668e-01
1.328096600000000080e+02 9.291673000000000116e+01 2.951820000000000110e+00 1.511300000000000000e+12 1.071100000000000000e+12 2.902502100776663263e-01
1.214533799999999957e+02 9.740560999999999581e+01 4.381515999999999877e+01 1.518300000000000000e+12 1.073000000000000000e+12 3.847336786913956863e-01
1.358905200000000093e+02 7.121425999999999590e+01 1.094321000000000055e+01 1.589200000000000000e+12 8.880400000000000000e+11 1.809278262033014728e-01
1.068686399999999992e+02 5.200802999999999798e+01 2.602675999999999945e+01 1.577800000000000000e+12 9.298400000000000000e+11 2.448564926501733963e-01
1.175889700000000033e+02 5.218771000000000271e+01 3.295459000000000316e+01 1.505600000000000000e+12 8.082300000000000000e+11 3.853304896854063966e-01
1.118353900000000039e+02 6.279263000000000261e+01 6.342155000000000342e+01 1.586700000000000000e+12 1.321300000000000000e+12 3.131846862430522349e-01
1.137368799999999993e+02 6.085661000000000342e+01 7.896407999999999561e+01 1.578500000000000000e+12 1.316200000000000000e+12 4.401124034080622915e-01
1.395603199999999902e+02 9.446326000000000533e+01 7.082040000000000646e+01 1.583500000000000000e+12 1.252200000000000000e+12 3.468232810627326135e+00
1.396512099999999919e+02 8.137743000000000393e+01 6.607532999999999390e+01 1.576600000000000000e+12 1.240800000000000000e+12 4.570316253341723534e-01
1.200496700000000061e+02 8.190126999999999668e+01 7.132438999999999396e+01 1.576600000000000000e+12 1.293400000000000000e+12 1.584208917584527088e+00
1.466819299999999942e+02 8.954524999999999579e+01 6.849743999999999744e+01 1.556900000000000000e+12 1.301700000000000000e+12 5.056149371436404749e-01
1.016974600000000066e+02 6.942265999999999337e+01 7.942910000000000537e+01 1.536600000000000000e+12 1.287100000000000000e+12 5.443260800955207479e-01
1.356404899999999998e+02 9.211230000000000473e+01 6.874688999999999339e+01 1.566400000000000000e+12 1.283300000000000000e+12 4.775413052689013504e+00
1.347782699999999920e+02 6.954050999999999760e+01 7.145174000000000092e+01 1.536600000000000000e+12 1.275100000000000000e+12 3.201228533391613507e-01
1.412258999999999958e+02 5.563776000000000010e+01 9.771245999999999299e+01 1.593700000000000000e+12 1.256000000000000000e+12 2.970650369594837192e-01
1.392792200000000093e+02 5.333344000000000307e+01 7.421671000000000618e+01 1.589900000000000000e+12 1.258600000000000000e+12 1.193543450926479038e-01
1.256578899999999948e+02 6.591637000000000057e+01 5.713963999999999999e+01 1.567700000000000000e+12 1.206600000000000000e+12 4.579310413876281904e-01
1.179584100000000007e+02 7.929303000000000168e+01 7.293483999999999412e+01 1.522100000000000000e+12 1.233200000000000000e+12 8.702870901569936812e-01
1.385745400000000132e+02 7.472999000000000080e+01 5.844454999999999956e+01 1.582300000000000000e+12 1.157200000000000000e+12 1.078345806240090382e-01
1.360843800000000101e+02 9.615707999999999345e+01 8.336182999999999765e+01 1.572100000000000000e+12 1.189500000000000000e+12 4.921968185822327424e-01
1.135169400000000053e+02 6.104232999999999976e+01 7.829676000000000613e+01 1.520800000000000000e+12 1.238300000000000000e+12 4.015489471686759515e-01
1.363676299999999912e+02 5.025450000000000017e+01 7.066759999999999309e+01 1.575900000000000000e+12 1.180700000000000000e+12 3.202112649327555349e-01
1.452867300000000057e+02 8.961414000000000613e+01 9.073190999999999917e+01 1.544900000000000000e+12 9.045100000000000000e+11 2.900451979609440234e-01
1.295741700000000094e+02 9.682309999999999661e+01 5.160356999999999772e+01 1.568300000000000000e+12 1.118600000000000000e+12 2.535121315036809042e-01
1.333763600000000054e+02 9.206815000000000282e+01 7.567503000000000668e+01 1.517000000000000000e+12 1.185700000000000000e+12 8.017780427734971793e-01
1.324602999999999895e+02 8.815995999999999810e+01 7.716267000000000564e+01 1.517600000000000000e+12 1.184500000000000000e+12 4.643708210377659462e-01
1.483600600000000043e+02 8.574326000000000647e+01 8.168112999999999602e+01 1.543000000000000000e+12 1.207900000000000000e+12 2.901826527575486203e-01
1.292075199999999882e+02 7.611522999999999683e+01 6.001509000000000071e+01 1.574700000000000000e+12 1.195900000000000000e+12 1.190317973648723049e+00
1.462890299999999968e+02 9.595266999999999769e+01 5.104075999999999880e+01 1.505600000000000000e+12 1.199700000000000000e+12 8.148832893963779966e-01
1.097233899999999949e+02 6.124421999999999855e+01 6.334492000000000189e+01 1.526500000000000000e+12 1.177500000000000000e+12 3.966125690818887994e-01
1.252293300000000045e+02 6.485327999999999804e+01 7.167995999999999412e+01 1.547400000000000000e+12 1.162900000000000000e+12 2.273865904993797593e-01
1.163654999999999973e+02 6.723421999999999343e+01 6.008982000000000312e+01 1.521400000000000000e+12 9.792500000000000000e+11 2.996391129059053915e-01
1.087414299999999940e+02 8.764291000000000054e+01 5.393945000000000078e+01 1.569600000000000000e+12 1.090100000000000000e+12 2.266033429181920356e-01
1.277890299999999968e+02 6.455543000000000120e+01 8.192686000000000490e+01 1.519500000000000000e+12 1.126800000000000000e+12 2.922733715669808552e-01
1.345225199999999859e+02 7.243770999999999560e+01 7.859216000000000690e+01 1.575300000000000000e+12 1.027400000000000000e+12 5.729556578487453589e-01
1.420330199999999934e+02 5.251852999999999838e+01 8.261145999999999390e+01 1.512600000000000000e+12 1.072400000000000000e+12 1.745838315183436962e-01
1.138095799999999969e+02 6.412048000000000059e+01 1.121734799999999979e+02 1.598700000000000000e+12 1.285200000000000000e+12 1.997760889464057499e-01
1.055271199999999965e+02 5.912181999999999960e+01 1.250129600000000067e+02 1.575900000000000000e+12 1.277600000000000000e+12 2.951523635109633559e-01
1.159971699999999970e+02 8.602460000000000662e+01 1.110825999999999993e+02 1.504300000000000000e+12 1.339700000000000000e+12 1.251294667163679541e+00
1.499924300000000130e+02 8.033749000000000251e+01 1.487857500000000073e+02 1.538600000000000000e+12 1.264300000000000000e+12 1.453753932341178778e+00
1.141931199999999933e+02 5.251769999999999783e+01 1.396480999999999995e+02 1.551900000000000000e+12 1.240200000000000000e+12 7.061785914461901070e-01
1.178847200000000015e+02 6.168245000000000289e+01 1.156056099999999986e+02 1.527100000000000000e+12 1.275700000000000000e+12 3.370788767942769493e-01
1.095181400000000025e+02 7.141750000000000398e+01 1.289341300000000103e+02 1.577800000000000000e+12 1.223100000000000000e+12 6.848728860544822661e-01
1.346281999999999925e+02 8.531838999999999373e+01 1.354179499999999905e+02 1.592400000000000000e+12 1.094500000000000000e+12 2.993129571377594611e-01
